Date,Latitude,Longitude,Temperature,Humidity,Rainfall,Season,Soil_Type,Water_Liters
2022-03-11,8.0,76.0,28.42,68.07,0.11,Summer,Black,125062.11000000003
2022-03-12,8.0,76.0,28.47,68.65,0.38,Summer,Black,122841.45
2022-03-13,8.0,76.0,28.59,68.49,0.72,Summer,Black,120325.76999999999
2022-03-14,8.0,76.0,28.78,72.48,0.02,Summer,Black,127373.04000000001
2022-03-15,8.0,76.0,28.36,79.19,1.54,Summer,Black,111621.87
2022-03-16,8.0,76.0,28.72,79.37,27.96,Summer,Black,0.0
2022-03-17,8.0,76.0,28.97,80.41,12.35,Summer,Black,17043.93
2022-03-18,8.0,76.0,28.6,81.41,4.01,Summer,Black,90411.93000000001
2022-03-19,8.0,76.0,28.2,84.2,5.14,Summer,Black,78366.6
2022-03-20,8.0,76.0,28.55,79.75,7.88,Summer,Black,55401.75
2022-03-21,8.0,76.0,28.88,75.0,0.76,Summer,Black,121095.0
2022-03-22,8.0,76.0,28.98,75.49,0.25,Summer,Black,126121.76999999999
2022-03-23,8.0,76.0,28.81,75.23,0.33,Summer,Black,124643.78999999998
2022-03-24,8.0,76.0,29.09,74.98,2.73,Summer,Black,104310.54
2022-03-25,8.0,76.0,28.45,73.86,1.59,Summer,Black,111720.78
2022-03-26,8.0,76.0,28.71,67.87,0.31,Summer,Black,124572.51
2022-03-27,8.0,76.0,28.9,69.5,1.22,Summer,Black,117193.49999999999
2022-03-28,8.0,76.0,29.0,72.5,1.24,Summer,Black,117382.5
2022-03-29,8.0,76.0,28.88,77.81,1.96,Summer,Black,110219.12999999999
2022-03-30,8.0,76.0,28.42,79.48,2.3,Summer,Black,105044.04
2022-03-31,8.0,76.0,28.52,77.08,0.62,Summer,Black,120678.84000000001
2022-04-01,8.0,76.0,28.65,77.76,0.46,Summer,Black,122685.47999999998
2022-04-02,8.0,76.0,28.56,77.59,1.79,Summer,Black,110315.07
2022-04-03,8.0,76.0,28.43,76.95,6.32,Summer,Black,68977.35
2022-04-04,8.0,76.0,28.56,74.77,5.88,Summer,Black,73581.20999999999
2022-04-05,8.0,76.0,28.51,77.54,12.82,Summer,Black,10821.419999999998
2022-04-06,8.0,76.0,27.85,78.02,24.35,Summer,Black,0.0
2022-04-07,8.0,76.0,28.67,75.37,6.14,Summer,Black,71720.01000000001
2022-04-08,8.0,76.0,28.59,77.47,16.47,Summer,Black,0.0
2022-04-09,8.0,76.0,28.49,77.39,45.59,Summer,Black,0.0
2022-04-10,8.0,76.0,29.27,73.87,7.15,Summer,Black,65370.509999999995
2022-04-11,8.0,76.0,29.11,79.78,12.73,Summer,Black,14270.939999999991
2022-04-12,8.0,76.0,28.69,79.44,8.08,Summer,Black,54240.12000000001
2022-04-13,8.0,76.0,27.6,79.74,25.31,Summer,Black,0.0
2022-04-14,8.0,76.0,28.01,81.88,7.37,Summer,Black,57504.240000000005
2022-04-15,8.0,76.0,29.1,80.04,2.02,Summer,Black,110608.92000000001
2022-04-16,8.0,76.0,29.24,81.42,2.3,Summer,Black,108681.66
2022-04-17,8.0,76.0,29.67,79.76,3.38,Summer,Black,100941.48000000001
2022-04-18,8.0,76.0,29.49,81.82,6.43,Summer,Black,72625.86
2022-04-19,8.0,76.0,29.05,82.46,5.79,Summer,Black,76388.58
2022-04-20,8.0,76.0,29.11,85.57,1.88,Summer,Black,111764.61
2022-04-21,8.0,76.0,28.71,83.92,3.63,Summer,Black,94259.16
2022-04-22,8.0,76.0,28.91,81.64,7.63,Summer,Black,59220.72
2022-04-23,8.0,76.0,29.03,71.16,5.11,Summer,Black,82723.68000000001
2022-04-24,8.0,76.0,28.76,76.72,1.75,Summer,Black,111598.56000000001
2022-04-25,8.0,76.0,28.86,79.7,3.21,Summer,Black,98828.09999999999
2022-04-26,8.0,76.0,28.96,80.72,3.56,Summer,Black,96100.56
2022-04-27,8.0,76.0,29.18,80.37,1.54,Summer,Black,115280.00999999998
2022-04-28,8.0,76.0,29.32,80.05,3.5,Summer,Black,98278.65000000001
2022-04-29,8.0,76.0,29.42,81.58,5.39,Summer,Black,81677.34000000001
2022-04-30,8.0,76.0,29.17,84.23,2.42,Summer,Black,107210.79000000002
2022-05-01,8.0,76.0,29.82,79.88,2.55,Summer,Black,109083.24000000002
2022-05-02,8.0,76.0,29.98,79.66,4.19,Summer,Black,95049.18
2022-05-03,8.0,76.0,30.1,78.72,3.58,Summer,Black,101104.56000000001
2022-05-04,8.0,76.0,30.12,79.06,4.31,Summer,Black,94615.38000000002
2022-05-05,8.0,76.0,29.21,82.29,3.66,Summer,Black,96283.17
2022-05-06,8.0,76.0,28.53,74.28,1.0,Summer,Black,117379.44
2022-05-07,8.0,76.0,29.35,80.18,2.01,Summer,Black,111820.14000000001
2022-05-08,8.0,76.0,29.82,80.59,7.92,Summer,Black,60734.06999999999
2022-05-09,8.0,76.0,29.88,79.43,9.09,Summer,Black,50505.39000000001
2022-05-10,8.0,76.0,29.87,79.31,3.57,Summer,Black,100143.63
2022-05-11,8.0,76.0,29.82,77.3,1.52,Summer,Black,118422.90000000001
2022-05-12,8.0,76.0,29.46,79.77,15.1,Summer,Black,0.0
2022-05-13,8.0,76.0,28.65,83.3,52.16,Summer,Black,0.0
2022-05-14,8.0,76.0,28.39,80.24,31.15,Summer,Black,0.0
2022-05-15,8.0,76.0,28.13,80.48,18.26,Summer,Black,0.0
2022-05-16,8.0,76.0,28.53,83.11,15.74,Summer,Black,0.0
2022-05-17,8.0,76.0,28.67,84.11,18.27,Summer,Black,0.0
2022-05-18,8.0,76.0,28.49,81.68,10.03,Summer,Black,35729.64000000001
2022-05-19,8.0,76.0,28.31,83.68,9.91,Summer,Black,35945.64
2022-05-20,8.0,76.0,28.39,89.67,3.13,Summer,Black,97163.91
2022-05-21,8.0,76.0,28.36,87.78,5.98,Summer,Black,71429.93999999999
2022-05-22,8.0,76.0,28.48,85.23,7.07,Summer,Black,62228.79000000001
2022-05-23,8.0,76.0,28.46,84.46,9.64,Summer,Black,39029.58
2022-05-24,8.0,76.0,28.36,87.17,12.03,Summer,Black,16996.410000000007
2022-05-25,8.0,76.0,27.95,88.89,6.97,Summer,Black,60644.97
2022-05-26,8.0,76.0,27.99,85.4,9.15,Summer,Black,41299.2
2022-05-27,8.0,76.0,28.19,79.14,3.8,Summer,Black,90518.22000000002
2022-05-28,8.0,76.0,28.17,82.68,8.11,Summer,Black,51542.64000000002
2022-05-29,8.0,76.0,27.98,85.1,5.71,Summer,Black,72222.3
2022-05-30,8.0,76.0,27.81,84.23,5.03,Summer,Black,77600.79
2022-05-31,8.0,76.0,28.2,78.39,2.22,Summer,Black,104803.46999999999
2022-06-01,8.0,76.0,27.86,79.69,1.74,SW_Monsoon,Black,107558.37000000001
2022-06-02,8.0,76.0,28.44,81.66,4.41,SW_Monsoon,Black,86085.18000000001
2022-06-03,8.0,76.0,28.15,85.02,3.06,SW_Monsoon,Black,96839.45999999998
2022-06-04,8.0,76.0,28.22,82.5,3.43,SW_Monsoon,Black,93892.49999999999
2022-06-05,8.0,76.0,28.14,85.76,9.51,SW_Monsoon,Black,38724.48
2022-06-06,8.0,76.0,28.41,80.95,8.39,SW_Monsoon,Black,50149.34999999999
2022-06-07,8.0,76.0,28.36,79.08,5.6,SW_Monsoon,Black,75084.84000000001
2022-06-08,8.0,76.0,28.24,81.57,4.93,SW_Monsoon,Black,80507.61
2022-06-09,8.0,76.0,28.48,82.19,3.29,SW_Monsoon,Black,96330.87000000001
2022-06-10,8.0,76.0,28.28,83.69,4.55,SW_Monsoon,Black,84050.37000000002
2022-06-11,8.0,76.0,27.84,85.36,12.25,SW_Monsoon,Black,12725.279999999993
2022-06-12,8.0,76.0,28.26,82.26,5.66,SW_Monsoon,Black,74008.98000000001
2022-06-13,8.0,76.0,27.73,80.46,2.33,SW_Monsoon,Black,101642.58000000002
2022-06-14,8.0,76.0,28.67,80.22,14.41,SW_Monsoon,Black,0.0
2022-06-15,8.0,76.0,27.78,82.91,3.54,SW_Monsoon,Black,90911.43
2022-06-16,8.0,76.0,27.24,84.8,5.68,SW_Monsoon,Black,69170.4
2022-06-17,8.0,76.0,27.05,85.0,5.74,SW_Monsoon,Black,67770.0
2022-06-18,8.0,76.0,27.4,80.07,1.01,SW_Monsoon,Black,112048.11
2022-06-19,8.0,76.0,28.01,77.43,0.55,SW_Monsoon,Black,119004.39000000001
2022-06-20,8.0,76.0,28.63,77.89,5.04,SW_Monsoon,Black,81371.96999999999
2022-06-21,8.0,76.0,27.96,82.24,8.04,SW_Monsoon,Black,51239.52000000002
2022-06-22,8.0,76.0,28.19,81.14,6.74,SW_Monsoon,Black,64004.22
2022-06-23,8.0,76.0,28.09,80.52,17.61,SW_Monsoon,Black,0.0
2022-06-24,8.0,76.0,28.19,83.0,14.6,SW_Monsoon,Black,0.0
2022-06-25,8.0,76.0,28.25,81.1,9.03,SW_Monsoon,Black,43665.30000000001
2022-06-26,8.0,76.0,28.5,79.56,1.46,SW_Monsoon,Black,112961.88000000002
2022-06-27,8.0,76.0,28.34,82.45,1.97,SW_Monsoon,Black,107573.84999999999
2022-06-28,8.0,76.0,28.52,79.75,2.95,SW_Monsoon,Black,99636.75
2022-06-29,8.0,76.0,28.29,82.15,7.17,SW_Monsoon,Black,60556.950000000004
2022-06-30,8.0,76.0,28.08,82.17,1.68,SW_Monsoon,Black,109021.41
2022-07-01,8.0,76.0,28.2,80.52,5.22,SW_Monsoon,Black,77745.95999999999
2022-07-02,8.0,76.0,27.84,82.19,13.45,SW_Monsoon,Black,2010.8700000000042
2022-07-03,8.0,76.0,27.06,84.6,19.93,SW_Monsoon,Black,0.0
2022-07-04,8.0,76.0,27.21,84.15,5.73,SW_Monsoon,Black,68602.95
2022-07-05,8.0,76.0,27.54,83.11,6.68,SW_Monsoon,Black,61566.03
2022-07-06,8.0,76.0,27.23,85.92,20.49,SW_Monsoon,Black,0.0
2022-07-07,8.0,76.0,26.48,83.74,5.31,SW_Monsoon,Black,69109.02
2022-07-08,8.0,76.0,27.07,82.01,4.51,SW_Monsoon,Black,79010.73000000001
2022-07-09,8.0,76.0,26.53,86.43,5.94,SW_Monsoon,Black,63591.39000000001
2022-07-10,8.0,76.0,26.7,85.45,6.9,SW_Monsoon,Black,55742.85
2022-07-11,8.0,76.0,26.61,85.04,4.89,SW_Monsoon,Black,73438.92000000001
2022-07-12,8.0,76.0,26.63,86.72,1.69,SW_Monsoon,Black,102283.56
2022-07-13,8.0,76.0,26.91,87.79,4.6,SW_Monsoon,Black,77324.67
2022-07-14,8.0,76.0,27.23,86.61,5.47,SW_Monsoon,Black,70966.53000000001
2022-07-15,8.0,76.0,27.09,90.17,12.89,SW_Monsoon,Black,3460.409999999996
2022-07-16,8.0,76.0,27.09,90.53,9.72,SW_Monsoon,Black,31980.69
2022-07-17,8.0,76.0,26.98,90.65,7.55,SW_Monsoon,Black,51012.450000000004
2022-07-18,8.0,76.0,26.89,84.41,5.13,SW_Monsoon,Black,72555.93
2022-07-19,8.0,76.0,27.04,86.22,6.13,SW_Monsoon,Black,64182.06
2022-07-20,8.0,76.0,26.54,89.83,10.67,SW_Monsoon,Black,20974.590000000004
2022-07-21,8.0,76.0,26.02,89.52,5.24,SW_Monsoon,Black,67512.95999999999
2022-07-22,8.0,76.0,26.45,89.04,7.14,SW_Monsoon,Black,52360.92
2022-07-23,8.0,76.0,26.54,87.55,3.57,SW_Monsoon,Black,84936.15
2022-07-24,8.0,76.0,26.38,90.3,2.08,SW_Monsoon,Black,97551.90000000001
2022-07-25,8.0,76.0,26.33,91.81,2.4,SW_Monsoon,Black,94406.12999999999
2022-07-26,8.0,76.0,26.61,87.19,2.15,SW_Monsoon,Black,98040.87
2022-07-27,8.0,76.0,26.67,85.63,4.77,SW_Monsoon,Black,74772.99
2022-07-28,8.0,76.0,26.63,87.44,2.83,SW_Monsoon,Black,92004.12
2022-07-29,8.0,76.0,27.48,86.4,5.03,SW_Monsoon,Black,76057.20000000001
2022-07-30,8.0,76.0,26.99,85.55,6.47,SW_Monsoon,Black,60915.14999999999
2022-07-31,8.0,76.0,26.51,88.13,9.88,SW_Monsoon,Black,27995.489999999994
2022-08-01,8.0,76.0,27.19,83.44,34.37,SW_Monsoon,Black,0.0
2022-08-02,8.0,76.0,26.63,83.44,42.6,SW_Monsoon,Black,0.0
2022-08-03,8.0,76.0,26.86,85.24,6.95,SW_Monsoon,Black,56018.52
2022-08-04,8.0,76.0,26.61,86.63,4.84,SW_Monsoon,Black,73845.98999999999
2022-08-05,8.0,76.0,27.01,84.09,1.08,SW_Monsoon,Black,109554.57000000002
2022-08-06,8.0,76.0,26.47,90.31,5.42,SW_Monsoon,Black,67896.63
2022-08-07,8.0,76.0,26.39,91.68,6.88,SW_Monsoon,Black,54359.64
2022-08-08,8.0,76.0,26.71,90.1,4.16,SW_Monsoon,Black,80322.3
2022-08-09,8.0,76.0,26.74,89.48,2.14,SW_Monsoon,Black,98654.04
2022-08-10,8.0,76.0,26.88,87.92,0.3,SW_Monsoon,Black,115886.16
2022-08-11,8.0,76.0,26.85,89.95,0.84,SW_Monsoon,Black,110836.35000000002
2022-08-12,8.0,76.0,26.82,89.08,1.19,SW_Monsoon,Black,107574.84000000003
2022-08-13,8.0,76.0,27.45,86.89,0.41,SW_Monsoon,Black,117488.97
2022-08-14,8.0,76.0,26.93,89.62,0.58,SW_Monsoon,Black,113545.26
2022-08-15,8.0,76.0,26.88,88.96,0.35,SW_Monsoon,Black,115408.08
2022-08-16,8.0,76.0,27.27,86.18,0.36,SW_Monsoon,Black,117148.14000000001
2022-08-17,8.0,76.0,27.66,80.36,0.49,SW_Monsoon,Black,117890.28
2022-08-18,8.0,76.0,27.43,87.25,2.52,SW_Monsoon,Black,98399.25000000001
2022-08-19,8.0,76.0,27.19,87.98,4.26,SW_Monsoon,Black,81639.54000000001
2022-08-20,8.0,76.0,26.92,88.56,6.29,SW_Monsoon,Black,62138.88000000001
2022-08-21,8.0,76.0,26.99,88.95,15.11,SW_Monsoon,Black,0.0
2022-08-22,8.0,76.0,26.72,87.85,21.84,SW_Monsoon,Black,0.0
2022-08-23,8.0,76.0,26.53,86.46,22.2,SW_Monsoon,Black,0.0
2022-08-24,8.0,76.0,26.33,85.19,8.92,SW_Monsoon,Black,35904.86999999999
2022-08-25,8.0,76.0,26.33,85.66,31.2,SW_Monsoon,Black,0.0
2022-08-26,8.0,76.0,26.53,81.63,13.9,SW_Monsoon,Black,0.0
2022-08-27,8.0,76.0,26.05,80.48,1.36,SW_Monsoon,Black,102812.04000000001
2022-08-28,8.0,76.0,26.49,79.97,3.14,SW_Monsoon,Black,88785.80999999998
2022-08-29,8.0,76.0,26.68,85.42,1.15,SW_Monsoon,Black,107403.66
2022-08-30,8.0,76.0,26.44,86.33,7.51,SW_Monsoon,Black,49059.09
2022-08-31,8.0,76.0,25.82,91.23,80.66,SW_Monsoon,Black,0.0
2022-09-01,8.0,76.0,26.6,83.01,12.08,SW_Monsoon,Black,8738.73000000001
2022-09-02,8.0,76.0,26.88,85.18,1.22,SW_Monsoon,Black,107680.14
2022-09-03,8.0,76.0,26.93,87.75,9.0,SW_Monsoon,Black,37815.75000000001
2022-09-04,8.0,76.0,27.16,88.55,14.9,SW_Monsoon,Black,0.0
2022-09-05,8.0,76.0,26.86,91.05,19.86,SW_Monsoon,Black,0.0
2022-09-06,8.0,76.0,26.46,85.74,4.7,SW_Monsoon,Black,74455.02
2022-09-07,8.0,76.0,26.13,84.32,0.52,SW_Monsoon,Black,110628.36
2022-09-08,8.0,76.0,26.27,83.88,0.15,SW_Monsoon,Black,114600.23999999999
2022-09-09,8.0,76.0,26.59,89.42,0.98,SW_Monsoon,Black,108420.66
2022-09-10,8.0,76.0,26.77,89.45,6.99,SW_Monsoon,Black,55139.85
2022-09-11,8.0,76.0,26.66,91.32,8.0,SW_Monsoon,Black,45504.35999999999
2022-09-12,8.0,76.0,26.86,88.7,4.67,SW_Monsoon,Black,76445.1
2022-09-13,8.0,76.0,26.62,88.36,2.18,SW_Monsoon,Black,97784.28000000001
2022-09-14,8.0,76.0,26.56,86.65,1.86,SW_Monsoon,Black,100440.45
2022-09-15,8.0,76.0,26.79,84.56,0.46,SW_Monsoon,Black,114131.88
2022-09-16,8.0,76.0,27.49,79.37,0.16,SW_Monsoon,Black,120122.01
2022-09-17,8.0,76.0,27.04,85.49,1.52,SW_Monsoon,Black,105691.77
2022-09-18,8.0,76.0,27.25,84.71,1.35,SW_Monsoon,Black,108187.83
2022-09-19,8.0,76.0,27.99,81.04,0.56,SW_Monsoon,Black,118726.92
2022-09-20,8.0,76.0,27.43,84.8,0.23,SW_Monsoon,Black,119075.40000000001
2022-09-21,8.0,76.0,27.21,84.63,0.27,SW_Monsoon,Black,117729.99
2022-09-22,8.0,76.0,28.0,73.58,0.03,SW_Monsoon,Black,123743.34000000001
2022-09-23,8.0,76.0,27.41,79.86,0.01,SW_Monsoon,Black,121098.78000000001
2022-09-24,8.0,76.0,27.27,83.2,0.03,SW_Monsoon,Black,120198.6
2022-09-25,8.0,76.0,27.4,85.58,0.21,SW_Monsoon,Black,119099.33999999998
2022-09-26,8.0,76.0,27.41,86.17,0.51,SW_Monsoon,Black,116428.41
2022-09-27,8.0,76.0,27.55,82.76,0.27,SW_Monsoon,Black,119310.48000000001
2022-09-28,8.0,76.0,27.54,83.55,4.0,SW_Monsoon,Black,85674.15000000001
2022-09-29,8.0,76.0,27.5,83.31,6.19,SW_Monsoon,Black,65790.62999999999
2022-09-30,8.0,76.0,27.55,82.48,5.4,SW_Monsoon,Black,73148.04000000001
2022-10-01,8.0,76.0,27.72,82.28,5.63,NE_Monsoon,Black,71848.43999999999
2022-10-02,8.0,76.0,27.12,86.21,5.06,NE_Monsoon,Black,74172.33
2022-10-03,8.0,76.0,26.72,84.19,1.38,NE_Monsoon,Black,105546.87
2022-10-04,8.0,76.0,27.12,85.1,2.91,NE_Monsoon,Black,93552.3
2022-10-05,8.0,76.0,27.01,83.5,2.11,NE_Monsoon,Black,100300.50000000001
2022-10-06,8.0,76.0,27.16,85.05,0.64,NE_Monsoon,Black,114163.65
2022-10-07,8.0,76.0,26.78,86.42,1.98,NE_Monsoon,Black,100356.66
2022-10-08,8.0,76.0,27.04,84.46,1.58,NE_Monsoon,Black,105179.58
2022-10-09,8.0,76.0,27.64,82.34,9.4,NE_Monsoon,Black,37556.82000000001
2022-10-10,8.0,76.0,27.74,80.93,4.85,NE_Monsoon,Black,78994.89000000001
2022-10-11,8.0,76.0,28.34,80.07,1.4,NE_Monsoon,Black,112768.11000000002
2022-10-12,8.0,76.0,27.66,82.67,3.53,NE_Monsoon,Black,90467.91
2022-10-13,8.0,76.0,27.79,80.98,14.92,NE_Monsoon,Black,0.0
2022-10-14,8.0,76.0,27.49,82.5,2.99,NE_Monsoon,Black,94567.49999999999
2022-10-15,8.0,76.0,27.16,85.27,8.42,NE_Monsoon,Black,44137.71
2022-10-16,8.0,76.0,27.48,82.7,15.18,NE_Monsoon,Black,0.0
2022-10-17,8.0,76.0,27.41,84.27,50.05,NE_Monsoon,Black,0.0
2022-10-18,8.0,76.0,26.94,85.5,23.41,NE_Monsoon,Black,0.0
2022-10-19,8.0,76.0,27.3,82.65,2.54,NE_Monsoon,Black,97758.45
2022-10-20,8.0,76.0,27.2,82.0,1.7,NE_Monsoon,Black,104886.0
2022-10-21,8.0,76.0,26.57,85.09,2.28,NE_Monsoon,Black,96747.57000000002
2022-10-22,8.0,76.0,26.84,82.31,6.91,NE_Monsoon,Black,56367.62999999999
2022-10-23,8.0,76.0,26.85,86.69,7.86,NE_Monsoon,Black,47744.369999999995
2022-10-24,8.0,76.0,27.31,86.01,1.33,NE_Monsoon,Black,108602.73
2022-10-25,8.0,76.0,27.63,83.12,1.28,NE_Monsoon,Black,110570.76000000001
2022-10-26,8.0,76.0,27.57,79.52,1.71,NE_Monsoon,Black,106527.95999999999
2022-10-27,8.0,76.0,27.58,74.31,1.06,NE_Monsoon,Black,112563.62999999999
2022-10-28,8.0,76.0,28.44,67.51,0.04,NE_Monsoon,Black,125797.23000000001
2022-10-29,8.0,76.0,28.01,73.32,0.35,NE_Monsoon,Black,120915.36
2022-10-30,8.0,76.0,27.31,80.14,16.96,NE_Monsoon,Black,0.0
2022-10-31,8.0,76.0,27.12,82.75,5.07,NE_Monsoon,Black,74175.75
2022-11-01,8.0,76.0,26.75,86.05,0.9,NE_Monsoon,Black,109951.65
2022-11-02,8.0,76.0,26.77,85.02,11.06,NE_Monsoon,Black,18629.459999999992
2022-11-03,8.0,76.0,26.9,82.75,5.97,NE_Monsoon,Black,65085.749999999985
2022-11-04,8.0,76.0,26.88,84.13,4.81,NE_Monsoon,Black,75398.49
2022-11-05,8.0,76.0,25.84,86.99,24.77,NE_Monsoon,Black,0.0
2022-11-06,8.0,76.0,26.59,76.77,11.26,NE_Monsoon,Black,16242.210000000008
2022-11-07,8.0,76.0,27.25,78.51,10.05,NE_Monsoon,Black,30055.229999999985
2022-11-08,8.0,76.0,27.59,78.12,4.32,NE_Monsoon,Black,83165.76
2022-11-09,8.0,76.0,27.39,78.14,5.38,NE_Monsoon,Black,72725.22000000002
2022-11-10,8.0,76.0,27.18,79.18,3.42,NE_Monsoon,Black,89392.14000000001
2022-11-11,8.0,76.0,27.27,81.01,29.87,NE_Monsoon,Black,0.0
2022-11-12,8.0,76.0,26.81,84.65,7.37,NE_Monsoon,Black,52029.45
2022-11-13,8.0,76.0,27.27,81.4,4.69,NE_Monsoon,Black,78307.20000000001
2022-11-14,8.0,76.0,26.88,80.93,8.82,NE_Monsoon,Black,39394.89
2022-11-15,8.0,76.0,27.42,78.27,5.06,NE_Monsoon,Black,75736.71000000002
2022-11-16,8.0,76.0,27.09,78.35,3.73,NE_Monsoon,Black,86219.55
2022-11-17,8.0,76.0,26.94,77.48,3.77,NE_Monsoon,Black,85208.04000000001
2022-11-18,8.0,76.0,27.93,69.0,0.24,NE_Monsoon,Black,121662.0
2022-11-19,8.0,76.0,28.12,66.63,0.28,NE_Monsoon,Black,122220.99
2022-11-20,8.0,76.0,28.28,68.13,0.13,NE_Monsoon,Black,124250.49
2022-11-21,8.0,76.0,27.59,71.42,0.32,NE_Monsoon,Black,119346.66
2022-11-22,8.0,76.0,28.48,68.19,0.01,NE_Monsoon,Black,126228.87
2022-11-23,8.0,76.0,28.1,68.08,0.0,NE_Monsoon,Black,124611.84000000001
2022-11-24,8.0,76.0,27.56,69.84,0.0,NE_Monsoon,Black,122134.31999999999
2022-11-25,8.0,76.0,26.97,63.64,0.0,NE_Monsoon,Black,119646.71999999999
2022-11-26,8.0,76.0,28.07,63.71,0.0,NE_Monsoon,Black,124594.83000000002
2022-11-27,8.0,76.0,28.38,66.81,0.01,NE_Monsoon,Black,125816.12999999999
2022-11-28,8.0,76.0,27.77,72.82,0.06,NE_Monsoon,Black,122458.86
2022-11-29,8.0,76.0,27.72,71.0,2.37,NE_Monsoon,Black,101493.00000000001
2022-11-30,8.0,76.0,27.8,77.18,8.27,NE_Monsoon,Black,48586.14
2022-12-01,8.0,76.0,28.11,72.41,0.36,NE_Monsoon,Black,121299.93
2022-12-02,8.0,76.0,28.68,73.64,2.35,NE_Monsoon,Black,105921.72
2022-12-03,8.0,76.0,27.3,80.7,5.84,NE_Monsoon,Black,68111.1
2022-12-04,8.0,76.0,27.53,76.36,8.04,NE_Monsoon,Black,49463.28000000002
2022-12-05,8.0,76.0,28.17,77.84,3.98,NE_Monsoon,Black,88843.32
2022-12-06,8.0,76.0,28.1,76.73,2.28,NE_Monsoon,Black,103858.29000000001
2022-12-07,8.0,76.0,26.98,80.93,3.36,NE_Monsoon,Black,88984.89000000001
2022-12-08,8.0,76.0,28.13,78.1,3.5,NE_Monsoon,Black,92976.3
2022-12-09,8.0,76.0,28.63,76.91,4.55,NE_Monsoon,Black,85808.43
2022-12-10,8.0,76.0,28.61,74.75,2.72,NE_Monsoon,Black,102246.75
2022-12-11,8.0,76.0,28.64,75.06,11.55,NE_Monsoon,Black,22903.379999999997
2022-12-12,8.0,76.0,28.45,73.8,0.11,NE_Monsoon,Black,125042.40000000001
2022-12-13,8.0,76.0,27.84,74.64,4.12,NE_Monsoon,Black,86184.72000000002
2022-12-14,8.0,76.0,27.62,79.37,9.47,NE_Monsoon,Black,36917.009999999995
2022-12-15,8.0,76.0,27.69,78.05,5.69,NE_Monsoon,Black,71287.65000000001
2022-12-16,8.0,76.0,28.61,68.13,0.24,NE_Monsoon,Black,124745.49
2022-12-17,8.0,76.0,28.31,70.24,0.04,NE_Monsoon,Black,125138.51999999999
2022-12-18,8.0,76.0,28.21,71.79,0.01,NE_Monsoon,Black,124916.67000000001
2022-12-19,8.0,76.0,28.08,66.99,0.02,NE_Monsoon,Black,124371.26999999999
2022-12-20,8.0,76.0,28.14,71.78,0.92,NE_Monsoon,Black,116411.94
2022-12-21,8.0,76.0,27.99,79.04,0.44,NE_Monsoon,Black,119860.92
2022-12-22,8.0,76.0,28.33,76.2,0.13,NE_Monsoon,Black,124257.59999999998
2022-12-23,8.0,76.0,28.16,74.85,0.25,NE_Monsoon,Black,122449.05
2022-12-24,8.0,76.0,27.87,74.08,0.15,NE_Monsoon,Black,122064.84000000001
2022-12-25,8.0,76.0,28.07,78.31,2.34,NE_Monsoon,Black,103140.63
2022-12-26,8.0,76.0,27.61,83.14,11.63,NE_Monsoon,Black,17330.219999999987
2022-12-27,8.0,76.0,27.41,84.86,2.12,NE_Monsoon,Black,101973.78
2022-12-28,8.0,76.0,27.78,80.67,0.85,NE_Monsoon,Black,115181.91
2022-12-29,8.0,76.0,27.99,79.35,0.17,NE_Monsoon,Black,122282.55
2022-12-30,8.0,76.0,27.86,70.74,0.0,NE_Monsoon,Black,123460.01999999999
2022-12-31,8.0,76.0,27.92,67.79,0.0,NE_Monsoon,Black,123809.67000000001
2023-01-01,8.0,76.0,27.39,72.9,0.0,Winter,Black,121286.7
2023-01-02,8.0,76.0,27.58,70.09,0.0,Winter,Black,122217.56999999999
2023-01-03,8.0,76.0,27.71,62.81,0.0,Winter,Black,122999.13000000002
2023-01-04,8.0,76.0,28.01,66.96,0.0,Winter,Black,124237.08000000002
2023-01-05,8.0,76.0,27.73,66.1,0.0,Winter,Black,123000.3
2023-01-06,8.0,76.0,28.03,70.24,0.0,Winter,Black,124238.52000000002
2023-01-07,8.0,76.0,27.91,69.6,0.0,Winter,Black,123715.8
2023-01-08,8.0,76.0,27.97,70.48,0.0,Winter,Black,123962.04000000001
2023-01-09,8.0,76.0,27.87,72.01,0.0,Winter,Black,123470.73000000001
2023-01-10,8.0,76.0,27.37,65.95,0.0,Winter,Black,121384.35
2023-01-11,8.0,76.0,27.43,61.31,0.0,Winter,Black,121779.63000000002
2023-01-12,8.0,76.0,27.26,62.42,0.0,Winter,Black,120984.66
2023-01-13,8.0,76.0,27.97,59.98,0.0,Winter,Black,124245.54000000001
2023-01-14,8.0,76.0,27.36,63.09,0.0,Winter,Black,121416.56999999999
2023-01-15,8.0,76.0,27.32,65.38,0.0,Winter,Black,121174.74
2023-01-16,8.0,76.0,27.7,66.57,0.0,Winter,Black,122852.61
2023-01-17,8.0,76.0,27.51,73.66,0.02,Winter,Black,121626.18000000001
2023-01-18,8.0,76.0,27.46,70.42,0.01,Winter,Black,121578.66000000002
2023-01-19,8.0,76.0,27.65,61.17,0.0,Winter,Black,122773.41
2023-01-20,8.0,76.0,27.52,61.39,0.0,Winter,Black,122182.46999999999
2023-01-21,8.0,76.0,27.56,60.87,0.01,Winter,Black,122286.51
2023-01-22,8.0,76.0,27.77,65.1,0.06,Winter,Black,122667.3
2023-01-23,8.0,76.0,27.63,69.16,0.95,Winter,Black,113917.68
