Date,Temperature,Humidity,Rainfall,Latitude,Longitude
2020-10-24,24.03,86.0,0.05,9.375,76.9
2020-10-25,23.46,87.0,49.89,9.375,76.9
2020-10-26,24.87,86.75,85.75,9.375,76.9
2020-10-27,24.45,90.56,3.17,9.375,76.9
2020-10-28,23.89,92.47,9.3,9.375,76.9
2020-10-29,24.12,88.38,4.71,9.375,76.9
2020-10-30,24.18,88.33,4.65,9.375,76.9
2020-10-31,24.97,83.77,4.54,9.375,76.9
2020-11-01,24.72,84.31,0.54,9.375,76.9
2020-11-02,24.83,86.69,1.77,9.375,76.9
2020-11-03,25.0,86.83,6.87,9.375,76.9
2020-11-04,25.02,87.67,10.59,9.375,76.9
2020-11-05,24.7,87.17,10.89,9.375,76.9
2020-11-06,24.24,86.75,5.14,9.375,76.9
2020-11-07,24.83,85.67,0.83,9.375,76.9
2020-11-08,24.82,86.53,6.1,9.375,76.9
2020-11-09,24.93,79.63,1.14,9.375,76.9
2020-11-10,24.14,81.38,5.05,9.375,76.9
2020-11-11,23.95,79.06,1.54,9.375,76.9
2020-11-12,23.96,92.93,6.42,9.375,76.9
2020-11-13,23.67,90.43,12.8,9.375,76.9
2020-11-14,24.9,86.87,0.72,9.375,76.9
2020-11-15,24.71,88.39,1.99,9.375,76.9
2020-11-16,23.97,91.85,16.11,9.375,76.9
2020-11-17,23.95,91.06,37.94,9.375,76.9
2020-11-18,23.27,92.1,27.71,9.375,76.9
2020-11-19,23.62,92.07,3.62,9.375,76.9
2020-11-20,24.22,84.71,1.64,9.375,76.9
2020-11-21,23.99,80.82,0.51,9.375,76.9
2020-11-22,23.08,82.75,0.02,9.375,76.9
2020-11-23,23.46,83.67,0.0,9.375,76.9
2020-11-24,24.13,82.25,0.0,9.375,76.9
2020-11-25,23.97,86.89,0.12,9.375,76.9
2020-11-26,23.81,90.21,3.91,9.375,76.9
2020-11-27,23.76,89.91,7.3,9.375,76.9
2020-11-28,24.24,87.54,3.52,9.375,76.9
2020-11-29,23.88,87.38,1.28,9.375,76.9
2020-11-30,24.58,84.61,0.26,9.375,76.9
2020-12-01,23.35,80.94,0.09,9.375,76.9
2020-12-02,23.28,83.3,3.19,9.375,76.9
2020-12-03,23.31,90.41,8.2,9.375,76.9
2020-12-04,23.15,95.45,6.91,9.375,76.9
2020-12-05,23.48,91.69,4.43,9.375,76.9
2020-12-06,24.12,88.3,7.21,9.375,76.9
2020-12-07,22.72,94.43,21.36,9.375,76.9
2020-12-08,23.78,88.46,2.75,9.375,76.9
2020-12-09,23.81,87.48,0.86,9.375,76.9
2020-12-10,23.83,84.77,1.17,9.375,76.9
2020-12-11,23.53,86.81,2.25,9.375,76.9
2020-12-12,23.11,84.93,1.01,9.375,76.9
2020-12-13,23.64,82.49,1.04,9.375,76.9
2020-12-14,22.17,80.52,0.02,9.375,76.9
2020-12-15,22.61,80.71,1.72,9.375,76.9
2020-12-16,22.35,89.68,2.88,9.375,76.9
2020-12-17,23.4,88.5,3.09,9.375,76.9
2020-12-18,23.66,87.23,1.46,9.375,76.9
2020-12-19,22.56,82.82,0.43,9.375,76.9
2020-12-20,22.8,80.33,0.0,9.375,76.9
2020-12-21,21.85,80.9,0.03,9.375,76.9
2020-12-22,22.45,84.33,0.12,9.375,76.9
2020-12-23,23.08,84.97,0.04,9.375,76.9
2020-12-24,23.87,83.57,0.0,9.375,76.9
2020-12-25,23.64,82.71,0.0,9.375,76.9
2020-12-26,22.81,80.59,0.0,9.375,76.9
2020-12-27,22.35,78.53,0.0,9.375,76.9
2020-12-28,23.03,83.39,0.02,9.375,76.9
2020-12-29,23.46,82.97,0.37,9.375,76.9
2020-12-30,23.87,87.13,4.45,9.375,76.9
2020-12-31,23.92,89.06,12.1,9.375,76.9
2021-01-01,22.52,82.31,0.47,9.375,76.9
2021-01-02,22.66,82.4,0.02,9.375,76.9
2021-01-03,23.83,86.09,2.66,9.375,76.9
2021-01-04,23.64,89.99,5.53,9.375,76.9
2021-01-05,23.92,87.04,4.05,9.375,76.9
2021-01-06,23.84,89.62,30.17,9.375,76.9
2021-01-07,24.15,91.92,10.19,9.375,76.9
2021-01-08,23.98,89.84,19.42,9.375,76.9
2021-01-09,23.72,90.8,7.6,9.375,76.9
2021-01-10,22.77,90.69,8.2,9.375,76.9
2021-01-11,22.53,88.03,3.25,9.375,76.9
2021-01-12,21.92,88.98,12.22,9.375,76.9
2021-01-13,22.57,88.54,11.47,9.375,76.9
2021-01-14,22.86,89.61,9.83,9.375,76.9
2021-01-15,22.62,92.48,7.1,9.375,76.9
2021-01-16,23.44,89.02,44.56,9.375,76.9
2021-01-17,23.48,86.61,3.47,9.375,76.9
2021-01-18,21.98,81.4,0.0,9.375,76.9
2021-01-19,22.13,80.03,0.0,9.375,76.9
2021-01-20,23.21,82.47,0.0,9.375,76.9
2021-01-21,24.55,86.22,0.01,9.375,76.9
2021-01-22,24.84,85.57,0.1,9.375,76.9
2021-01-23,24.26,86.94,0.03,9.375,76.9
2021-01-24,23.44,84.44,0.0,9.375,76.9
2021-01-25,22.19,82.23,0.0,9.375,76.9
2021-01-26,21.6,78.78,0.0,9.375,76.9
2021-01-27,21.19,76.98,0.0,9.375,76.9
2021-01-28,21.52,79.25,0.0,9.375,76.9
2021-01-29,22.89,81.38,0.0,9.375,76.9
2021-01-30,24.51,82.75,0.12,9.375,76.9
2021-01-31,23.63,80.61,0.0,9.375,76.9
2021-02-01,22.94,78.9,0.0,9.375,76.9
2021-02-02,23.03,78.79,0.0,9.375,76.9
2021-02-03,23.01,80.31,0.02,9.375,76.9
2021-02-04,22.89,77.36,0.01,9.375,76.9
2021-02-05,22.78,78.31,0.0,9.375,76.9
2021-02-06,22.92,78.54,0.0,9.375,76.9
2021-02-07,21.88,72.59,0.0,9.375,76.9
2021-02-08,21.48,73.4,0.0,9.375,76.9
2021-02-09,21.8,75.14,0.0,9.375,76.9
2021-02-10,21.17,73.36,0.0,9.375,76.9
2021-02-11,21.07,74.24,0.0,9.375,76.9
2021-02-12,21.29,73.26,0.0,9.375,76.9
2021-02-13,21.94,73.2,0.0,9.375,76.9
2021-02-14,22.61,75.55,0.0,9.375,76.9
2021-02-15,23.42,76.63,0.0,9.375,76.9
2021-02-16,23.86,79.68,0.0,9.375,76.9
2021-02-17,24.54,79.52,0.01,9.375,76.9
2021-02-18,24.24,74.43,0.11,9.375,76.9
2021-02-19,24.49,73.19,0.03,9.375,76.9
2021-02-20,25.04,77.26,2.02,9.375,76.9
2021-02-21,25.25,75.71,0.8,9.375,76.9
2021-02-22,25.82,71.91,0.02,9.375,76.9
2021-02-23,25.72,71.12,0.01,9.375,76.9
2021-02-24,25.42,66.02,0.0,9.375,76.9
2021-02-25,25.44,68.85,1.81,9.375,76.9
2021-02-26,25.84,73.67,2.22,9.375,76.9
2021-02-27,26.18,70.27,0.73,9.375,76.9
2021-02-28,25.25,62.38,0.01,9.375,76.9
2021-03-01,24.8,60.77,0.01,9.375,76.9
2021-03-02,24.66,62.68,0.0,9.375,76.9
2021-03-03,24.36,59.13,0.0,9.375,76.9
2021-03-04,24.35,59.46,0.0,9.375,76.9
2021-03-05,25.52,58.42,0.0,9.375,76.9
2021-03-06,26.38,62.44,0.0,9.375,76.9
2021-03-07,26.84,63.7,0.01,9.375,76.9
2021-03-08,26.91,64.04,0.08,9.375,76.9
2021-03-09,26.44,69.21,1.37,9.375,76.9
2021-03-10,26.21,69.99,2.97,9.375,76.9
2021-03-11,24.93,79.72,4.51,9.375,76.9
2021-03-12,24.95,74.43,0.41,9.375,76.9
2021-03-13,26.21,60.93,0.0,9.375,76.9
2021-03-14,26.96,62.28,0.0,9.375,76.9
2021-03-15,27.48,61.08,0.0,9.375,76.9
2021-03-16,27.29,57.92,0.0,9.375,76.9
2021-03-17,27.5,60.28,0.02,9.375,76.9
2021-03-18,26.7,59.19,0.02,9.375,76.9
2021-03-19,26.59,63.99,0.27,9.375,76.9
2021-03-20,26.79,66.1,0.31,9.375,76.9
2021-03-21,27.23,62.21,4.33,9.375,76.9
2021-03-22,26.91,66.65,5.11,9.375,76.9
2021-03-23,26.95,67.32,1.83,9.375,76.9
2021-03-24,26.2,70.93,3.59,9.375,76.9
2021-03-25,25.77,76.57,13.14,9.375,76.9
2021-03-26,26.48,68.02,1.03,9.375,76.9
2021-03-27,26.78,68.18,3.22,9.375,76.9
2021-03-28,26.29,75.26,9.54,9.375,76.9
2021-03-29,26.47,74.81,9.84,9.375,76.9
2021-03-30,26.22,77.39,6.09,9.375,76.9
2021-03-31,26.91,76.78,1.76,9.375,76.9
2021-04-01,26.82,79.96,4.45,9.375,76.9
2021-04-02,26.65,75.31,0.9,9.375,76.9
2021-04-03,26.54,71.25,0.0,9.375,76.9
2021-04-04,27.29,66.28,0.0,9.375,76.9
2021-04-05,28.46,66.43,0.06,9.375,76.9
2021-04-06,28.49,66.35,1.32,9.375,76.9
2021-04-07,27.98,65.13,2.72,9.375,76.9
2021-04-08,27.17,68.63,3.02,9.375,76.9
2021-04-09,27.8,65.95,0.74,9.375,76.9
2021-04-10,27.73,67.98,1.76,9.375,76.9
2021-04-11,27.1,73.22,11.48,9.375,76.9
2021-04-12,26.89,76.67,22.71,9.375,76.9
2021-04-13,25.99,80.86,8.33,9.375,76.9
2021-04-14,26.08,80.38,8.14,9.375,76.9
2021-04-15,24.72,88.42,15.06,9.375,76.9
2021-04-16,24.37,89.7,15.17,9.375,76.9
2021-04-17,25.89,81.24,0.35,9.375,76.9
2021-04-18,25.45,83.95,2.36,9.375,76.9
2021-04-19,25.11,86.92,2.97,9.375,76.9
2021-04-20,25.21,87.57,1.61,9.375,76.9
2021-04-21,25.77,85.49,10.21,9.375,76.9
2021-04-22,25.61,87.19,6.02,9.375,76.9
2021-04-23,26.26,82.22,3.85,9.375,76.9
2021-04-24,26.49,82.5,5.15,9.375,76.9
2021-04-25,26.43,81.2,2.95,9.375,76.9
2021-04-26,26.31,81.55,1.81,9.375,76.9
2021-04-27,25.09,91.37,8.05,9.375,76.9
2021-04-28,26.46,81.81,0.14,9.375,76.9
2021-04-29,26.33,83.17,0.39,9.375,76.9
2021-04-30,26.75,82.7,6.79,9.375,76.9
2021-05-01,26.52,83.48,10.02,9.375,76.9
2021-05-02,26.45,84.07,13.25,9.375,76.9
2021-05-03,25.96,86.73,10.08,9.375,76.9
2021-05-04,25.78,83.86,11.4,9.375,76.9
2021-05-05,26.29,84.3,8.55,9.375,76.9
2021-05-06,26.83,82.48,12.7,9.375,76.9
2021-05-07,25.85,85.65,18.92,9.375,76.9
2021-05-08,25.52,86.9,2.31,9.375,76.9
2021-05-09,26.3,84.92,2.99,9.375,76.9
2021-05-10,25.12,92.87,18.41,9.375,76.9
2021-05-11,25.28,88.61,28.65,9.375,76.9
2021-05-12,24.76,92.72,19.86,9.375,76.9
2021-05-13,25.07,88.46,44.31,9.375,76.9
2021-05-14,24.54,89.82,51.19,9.375,76.9
2021-05-15,24.49,92.77,63.25,9.375,76.9
2021-05-16,24.46,89.74,16.68,9.375,76.9
2021-05-17,24.7,90.05,9.86,9.375,76.9
2021-05-18,25.19,90.02,4.14,9.375,76.9
2021-05-19,24.96,93.89,23.66,9.375,76.9
2021-05-20,24.51,91.52,16.68,9.375,76.9
2021-05-21,24.01,90.62,7.47,9.375,76.9
2021-05-22,24.03,93.38,28.2,9.375,76.9
2021-05-23,24.89,90.23,4.79,9.375,76.9
2021-05-24,24.5,92.46,0.91,9.375,76.9
2021-05-25,24.07,90.67,32.49,9.375,76.9
2021-05-26,23.61,93.19,69.56,9.375,76.9
2021-05-27,24.31,89.81,9.71,9.375,76.9
2021-05-28,24.81,90.17,4.57,9.375,76.9
2021-05-29,24.83,89.72,4.96,9.375,76.9
2021-05-30,24.92,88.21,0.43,9.375,76.9
2021-05-31,25.1,89.21,14.51,9.375,76.9
2021-06-01,24.58,90.29,2.7,9.375,76.9
2021-06-02,25.34,88.45,2.31,9.375,76.9
2021-06-03,25.22,95.38,14.77,9.375,76.9
2021-06-04,24.85,94.14,18.42,9.375,76.9
2021-06-05,24.3,92.14,24.03,9.375,76.9
2021-06-06,24.69,89.98,9.23,9.375,76.9
2021-06-07,24.95,89.82,0.74,9.375,76.9
2021-06-08,24.54,90.99,6.77,9.375,76.9
2021-06-09,24.73,91.72,5.49,9.375,76.9
2021-06-10,24.68,90.3,2.78,9.375,76.9
2021-06-11,24.73,89.56,4.03,9.375,76.9
2021-06-12,24.98,90.57,18.83,9.375,76.9
2021-06-13,24.33,93.99,36.62,9.375,76.9
2021-06-14,23.6,90.79,13.24,9.375,76.9
2021-06-15,24.66,90.05,8.22,9.375,76.9
2021-06-16,24.58,92.2,8.94,9.375,76.9
2021-06-17,24.55,92.25,4.63,9.375,76.9
2021-06-18,24.5,92.01,2.02,9.375,76.9
2021-06-19,24.15,90.53,2.48,9.375,76.9
2021-06-20,24.29,90.97,3.94,9.375,76.9
2021-06-21,24.53,91.41,3.87,9.375,76.9
2021-06-22,24.33,92.82,5.09,9.375,76.9
2021-06-23,24.63,92.66,8.53,9.375,76.9
2021-06-24,24.41,91.18,2.37,9.375,76.9
2021-06-25,24.52,89.55,1.01,9.375,76.9
2021-06-26,24.2,90.92,17.36,9.375,76.9
2021-06-27,24.1,90.71,7.97,9.375,76.9
2021-06-28,23.49,87.16,1.42,9.375,76.9
2021-06-29,24.36,88.08,0.81,9.375,76.9
2021-06-30,24.59,89.7,1.0,9.375,76.9
2021-07-01,24.81,92.39,23.89,9.375,76.9
2021-07-02,24.47,91.63,13.32,9.375,76.9
2021-07-03,23.88,91.72,14.25,9.375,76.9
2021-07-04,23.98,91.67,14.55,9.375,76.9
2021-07-05,23.98,91.2,1.67,9.375,76.9
2021-07-06,24.1,92.95,2.59,9.375,76.9
2021-07-07,24.56,90.58,4.78,9.375,76.9
2021-07-08,24.65,91.75,10.39,9.375,76.9
2021-07-09,23.64,92.62,31.24,9.375,76.9
2021-07-10,22.62,91.0,31.93,9.375,76.9
2021-07-11,23.02,90.12,2.47,9.375,76.9
2021-07-12,23.68,91.9,6.69,9.375,76.9
2021-07-13,23.75,90.95,6.74,9.375,76.9
2021-07-14,23.21,92.48,14.05,9.375,76.9
2021-07-15,23.81,90.85,17.63,9.375,76.9
2021-07-16,23.8,91.74,23.53,9.375,76.9
2021-07-17,23.37,92.27,5.25,9.375,76.9
2021-07-18,23.45,93.98,5.34,9.375,76.9
2021-07-19,23.62,92.76,1.38,9.375,76.9
2021-07-20,23.73,92.21,0.29,9.375,76.9
2021-07-21,24.0,91.58,3.3,9.375,76.9
2021-07-22,24.05,93.03,7.92,9.375,76.9
2021-07-23,23.89,93.71,12.74,9.375,76.9
2021-07-24,23.7,92.2,16.82,9.375,76.9
2021-07-25,23.21,90.59,3.9,9.375,76.9
2021-07-26,23.64,91.17,5.52,9.375,76.9
2021-07-27,24.01,92.25,6.27,9.375,76.9
2021-07-28,23.92,91.61,2.44,9.375,76.9
2021-07-29,24.2,90.51,0.6,9.375,76.9
2021-07-30,24.31,89.93,1.47,9.375,76.9
2021-07-31,24.3,89.52,1.74,9.375,76.9
2021-08-01,24.29,89.42,0.93,9.375,76.9
2021-08-02,23.95,89.63,2.9,9.375,76.9
2021-08-03,23.67,90.47,2.9,9.375,76.9
2021-08-04,23.77,89.2,1.66,9.375,76.9
2021-08-05,24.1,90.54,11.42,9.375,76.9
2021-08-06,24.12,92.31,20.96,9.375,76.9
2021-08-07,23.93,91.73,17.56,9.375,76.9
2021-08-08,23.68,91.18,3.49,9.375,76.9
2021-08-09,22.84,90.31,11.97,9.375,76.9
2021-08-10,23.25,89.76,2.04,9.375,76.9
2021-08-11,23.55,90.45,10.95,9.375,76.9
2021-08-12,23.05,91.26,7.51,9.375,76.9
2021-08-13,23.29,90.27,7.86,9.375,76.9
2021-08-14,23.63,91.01,6.3,9.375,76.9
2021-08-15,23.8,90.79,4.09,9.375,76.9
2021-08-16,23.16,90.6,0.46,9.375,76.9
2021-08-17,23.35,90.11,8.54,9.375,76.9
2021-08-18,22.32,91.25,7.39,9.375,76.9
2021-08-19,23.4,87.82,1.75,9.375,76.9
2021-08-20,23.84,90.12,0.37,9.375,76.9
2021-08-21,24.52,86.81,6.38,9.375,76.9
2021-08-22,24.07,87.52,14.02,9.375,76.9
2021-08-23,23.81,88.23,14.24,9.375,76.9
2021-08-24,24.09,87.48,3.14,9.375,76.9
2021-08-25,24.2,89.46,13.63,9.375,76.9
2021-08-26,24.4,91.34,29.23,9.375,76.9
2021-08-27,23.89,93.83,21.8,9.375,76.9
2021-08-28,23.57,92.63,27.57,9.375,76.9
2021-08-29,23.3,92.69,17.26,9.375,76.9
2021-08-30,23.19,92.64,4.05,9.375,76.9
2021-08-31,24.25,91.25,5.59,9.375,76.9
2021-09-01,24.04,92.09,8.28,9.375,76.9
2021-09-02,23.47,92.87,21.86,9.375,76.9
2021-09-03,23.69,89.83,5.33,9.375,76.9
2021-09-04,23.78,92.36,7.65,9.375,76.9
2021-09-05,23.86,92.14,12.7,9.375,76.9
2021-09-06,22.92,91.79,9.67,9.375,76.9
2021-09-07,23.52,92.32,4.26,9.375,76.9
2021-09-08,23.9,90.64,2.32,9.375,76.9
2021-09-09,23.94,90.13,0.66,9.375,76.9
2021-09-10,24.03,90.13,0.74,9.375,76.9
2021-09-11,24.18,89.33,2.99,9.375,76.9
2021-09-12,23.9,90.96,15.32,9.375,76.9
2021-09-13,23.96,92.01,14.83,9.375,76.9
2021-09-14,24.41,91.98,3.53,9.375,76.9
2021-09-15,24.46,92.54,23.32,9.375,76.9
2021-09-16,24.13,92.12,30.71,9.375,76.9
2021-09-17,24.48,90.25,9.08,9.375,76.9
2021-09-18,24.61,89.51,1.74,9.375,76.9
2021-09-19,24.12,90.87,1.18,9.375,76.9
2021-09-20,24.23,89.51,0.8,9.375,76.9
2021-09-21,24.5,89.3,0.44,9.375,76.9
2021-09-22,24.21,89.52,2.34,9.375,76.9
2021-09-23,24.45,89.09,4.01,9.375,76.9
2021-09-24,24.9,88.51,8.41,9.375,76.9
2021-09-25,24.34,90.53,5.81,9.375,76.9
2021-09-26,23.7,89.23,13.88,9.375,76.9
2021-09-27,23.27,94.1,39.78,9.375,76.9
2021-09-28,23.22,90.68,6.99,9.375,76.9
2021-09-29,23.99,88.43,1.71,9.375,76.9
2021-09-30,24.08,89.73,10.26,9.375,76.9
2021-10-01,23.96,90.51,15.67,9.375,76.9
2021-10-02,23.93,93.26,23.18,9.375,76.9
2021-10-03,24.61,90.37,18.35,9.375,76.9
2021-10-04,24.36,92.77,6.11,9.375,76.9
2021-10-05,24.8,90.02,20.72,9.375,76.9
2021-10-06,23.97,92.76,2.98,9.375,76.9
2021-10-07,24.46,87.99,3.76,9.375,76.9
2021-10-08,24.37,92.42,38.39,9.375,76.9
2021-10-09,24.28,93.97,19.03,9.375,76.9
2021-10-10,24.52,92.58,6.1,9.375,76.9
2021-10-11,23.58,89.99,43.17,9.375,76.9
2021-10-12,23.45,89.22,16.35,9.375,76.9
2021-10-13,23.89,90.46,6.98,9.375,76.9
2021-10-14,24.58,91.52,11.6,9.375,76.9
2021-10-15,24.44,91.37,11.52,9.375,76.9
2021-10-16,24.49,95.13,52.67,9.375,76.9
2021-10-17,24.3,93.72,25.67,9.375,76.9
2021-10-18,24.15,91.62,5.66,9.375,76.9
2021-10-19,24.48,89.82,0.96,9.375,76.9
2021-10-20,24.28,93.86,25.84,9.375,76.9
2021-10-21,24.37,92.84,5.61,9.375,76.9
2021-10-22,24.91,89.68,6.04,9.375,76.9
2021-10-23,24.19,93.86,28.9,9.375,76.9
2021-10-24,23.85,90.57,8.72,9.375,76.9
2021-10-25,24.51,88.76,14.0,9.375,76.9
2021-10-26,24.3,92.13,11.72,9.375,76.9
2021-10-27,23.8,93.44,17.74,9.375,76.9
2021-10-28,23.51,90.02,15.25,9.375,76.9
2021-10-29,23.65,91.21,10.48,9.375,76.9
2021-10-30,23.82,89.26,12.06,9.375,76.9
2021-10-31,23.96,90.57,12.97,9.375,76.9
2021-11-01,23.54,91.95,18.06,9.375,76.9
2021-11-02,23.81,93.1,41.8,9.375,76.9
2021-11-03,23.15,93.7,6.91,9.375,76.9
2021-11-04,23.52,92.59,23.81,9.375,76.9
2021-11-05,23.5,91.75,6.92,9.375,76.9
2021-11-06,24.19,88.47,6.97,9.375,76.9
2021-11-07,23.63,91.53,2.47,9.375,76.9
2021-11-08,23.0,93.35,20.5,9.375,76.9
2021-11-09,21.98,89.78,3.65,9.375,76.9
2021-11-10,22.67,92.56,11.61,9.375,76.9
2021-11-11,23.01,95.45,6.73,9.375,76.9
2021-11-12,23.57,91.01,19.79,9.375,76.9
2021-11-13,23.64,95.94,42.48,9.375,76.9
2021-11-14,23.39,94.26,36.63,9.375,76.9
2021-11-15,23.75,92.83,22.57,9.375,76.9
2021-11-16,23.89,92.24,11.92,9.375,76.9
2021-11-17,24.41,88.68,23.01,9.375,76.9
2021-11-18,23.72,92.5,9.27,9.375,76.9
2021-11-19,23.7,92.37,12.6,9.375,76.9
2021-11-20,23.78,89.26,12.38,9.375,76.9
2021-11-21,23.35,85.72,0.01,9.375,76.9
2021-11-22,24.36,87.8,1.44,9.375,76.9
2021-11-23,24.47,87.51,10.77,9.375,76.9
2021-11-24,23.78,88.03,4.18,9.375,76.9
2021-11-25,23.01,90.79,31.68,9.375,76.9
2021-11-26,23.76,92.1,7.31,9.375,76.9
2021-11-27,23.49,90.98,7.06,9.375,76.9
2021-11-28,23.15,94.14,18.44,9.375,76.9
2021-11-29,23.24,92.82,37.25,9.375,76.9
2021-11-30,22.93,94.38,22.82,9.375,76.9
2021-12-01,24.02,87.84,2.92,9.375,76.9
2021-12-02,24.48,88.46,2.71,9.375,76.9
2021-12-03,24.23,90.98,47.79,9.375,76.9
2021-12-04,23.49,94.37,47.53,9.375,76.9
2021-12-05,24.39,89.84,4.66,9.375,76.9
2021-12-06,24.55,87.63,10.47,9.375,76.9
2021-12-07,24.71,87.35,4.41,9.375,76.9
2021-12-08,24.34,85.89,0.03,9.375,76.9
2021-12-09,24.28,86.81,3.8,9.375,76.9
2021-12-10,23.15,85.66,1.31,9.375,76.9
2021-12-11,23.55,86.19,1.05,9.375,76.9
2021-12-12,23.48,86.17,0.9,9.375,76.9
2021-12-13,23.2,86.17,0.12,9.375,76.9
2021-12-14,23.56,86.99,0.58,9.375,76.9
2021-12-15,23.88,86.47,0.13,9.375,76.9
2021-12-16,23.76,84.7,0.0,9.375,76.9
2021-12-17,23.9,83.11,0.01,9.375,76.9
2021-12-18,23.41,81.6,0.0,9.375,76.9
2021-12-19,22.98,80.87,0.0,9.375,76.9
2021-12-20,22.11,81.14,0.0,9.375,76.9
2021-12-21,22.41,81.98,0.0,9.375,76.9
2021-12-22,22.59,83.11,0.0,9.375,76.9
2021-12-23,22.78,83.82,0.0,9.375,76.9
2021-12-24,21.73,80.74,0.0,9.375,76.9
2021-12-25,21.69,81.75,0.0,9.375,76.9
2021-12-26,21.52,82.8,0.0,9.375,76.9
2021-12-27,21.69,81.4,0.0,9.375,76.9
2021-12-28,21.8,80.45,0.0,9.375,76.9
2021-12-29,21.87,81.65,0.0,9.375,76.9
2021-12-30,22.56,84.84,1.94,9.375,76.9
2021-12-31,23.79,86.77,2.63,9.375,76.9
2022-01-01,23.98,87.85,7.57,9.375,76.9
2022-01-02,23.66,85.88,2.47,9.375,76.9
2022-01-03,23.16,82.1,13.67,9.375,76.9
2022-01-04,23.2,83.36,2.91,9.375,76.9
2022-01-05,23.18,83.1,0.0,9.375,76.9
2022-01-06,23.56,82.76,0.01,9.375,76.9
2022-01-07,23.75,83.33,0.06,9.375,76.9
2022-01-08,23.79,83.85,0.25,9.375,76.9
2022-01-09,23.45,82.41,0.05,9.375,76.9
2022-01-10,23.41,83.98,0.02,9.375,76.9
2022-01-11,23.68,82.25,0.0,9.375,76.9
2022-01-12,23.9,85.19,0.0,9.375,76.9
2022-01-13,24.26,84.25,0.0,9.375,76.9
2022-01-14,24.04,85.68,0.0,9.375,76.9
2022-01-15,24.54,84.16,0.0,9.375,76.9
2022-01-16,24.38,82.8,0.0,9.375,76.9
2022-01-17,23.91,81.79,0.0,9.375,76.9
2022-01-18,23.43,80.19,0.0,9.375,76.9
2022-01-19,23.4,80.51,0.0,9.375,76.9
2022-01-20,23.44,78.16,0.03,9.375,76.9
2022-01-21,23.14,80.73,0.03,9.375,76.9
2022-01-22,23.69,85.6,0.0,9.375,76.9
2022-01-23,23.39,82.47,0.0,9.375,76.9
2022-01-24,22.79,80.88,0.0,9.375,76.9
2022-01-25,23.18,81.23,0.0,9.375,76.9
2022-01-26,22.83,84.58,0.24,9.375,76.9
2022-01-27,23.61,80.66,0.05,9.375,76.9
2022-01-28,22.97,77.81,0.0,9.375,76.9
2022-01-29,23.95,78.43,0.0,9.375,76.9
2022-01-30,25.51,75.87,0.0,9.375,76.9
2022-01-31,25.03,76.8,0.0,9.375,76.9
2022-02-01,24.71,76.64,0.02,9.375,76.9
2022-02-02,24.31,73.36,0.12,9.375,76.9
2022-02-03,23.53,76.31,0.0,9.375,76.9
2022-02-04,24.33,77.73,0.0,9.375,76.9
2022-02-05,24.49,74.25,0.0,9.375,76.9
2022-02-06,25.1,72.34,0.0,9.375,76.9
2022-02-07,24.65,68.12,0.01,9.375,76.9
2022-02-08,24.73,69.02,0.03,9.375,76.9
2022-02-09,24.55,66.71,0.1,9.375,76.9
2022-02-10,24.65,62.59,0.23,9.375,76.9
2022-02-11,24.87,70.56,0.41,9.375,76.9
2022-02-12,24.09,80.61,4.61,9.375,76.9
2022-02-13,24.46,74.17,0.29,9.375,76.9
2022-02-14,25.08,70.41,1.02,9.375,76.9
2022-02-15,24.53,73.33,0.56,9.375,76.9
2022-02-16,24.78,72.13,0.44,9.375,76.9
2022-02-17,25.44,66.32,0.03,9.375,76.9
2022-02-18,25.77,62.05,0.0,9.375,76.9
2022-02-19,25.99,62.29,0.0,9.375,76.9
2022-02-20,26.26,68.39,0.01,9.375,76.9
2022-02-21,27.02,70.4,0.01,9.375,76.9
2022-02-22,26.87,69.05,1.49,9.375,76.9
2022-02-23,25.67,59.24,0.09,9.375,76.9
2022-02-24,25.34,59.38,0.41,9.375,76.9
2022-02-25,26.06,62.75,0.02,9.375,76.9
2022-02-26,26.27,58.62,0.05,9.375,76.9
2022-02-27,26.27,66.1,3.67,9.375,76.9
2022-02-28,25.6,60.84,1.14,9.375,76.9
2022-03-01,25.66,56.47,0.01,9.375,76.9
2022-03-02,25.14,46.32,0.0,9.375,76.9
2022-03-03,25.77,49.57,0.0,9.375,76.9
2022-03-04,26.67,51.23,0.0,9.375,76.9
2022-03-05,27.68,56.84,0.06,9.375,76.9
2022-03-06,27.29,59.95,0.37,9.375,76.9
2022-03-07,26.63,62.42,0.62,9.375,76.9
2022-03-08,26.95,70.09,3.5,9.375,76.9
2022-03-09,27.76,62.25,0.55,9.375,76.9
2022-03-10,27.4,57.0,0.03,9.375,76.9
2022-03-11,26.95,54.44,0.02,9.375,76.9
2022-03-12,26.85,51.15,0.04,9.375,76.9
2022-03-13,26.72,48.36,0.02,9.375,76.9
2022-03-14,27.66,51.56,0.01,9.375,76.9
2022-03-15,26.89,62.33,1.04,9.375,76.9
2022-03-16,26.85,74.37,13.38,9.375,76.9
2022-03-17,27.54,68.28,6.11,9.375,76.9
2022-03-18,27.33,69.43,4.47,9.375,76.9
2022-03-19,26.44,75.34,6.64,9.375,76.9
2022-03-20,25.85,78.33,3.1,9.375,76.9
2022-03-21,26.83,70.89,0.24,9.375,76.9
2022-03-22,26.76,72.66,0.65,9.375,76.9
2022-03-23,27.02,74.88,10.8,9.375,76.9
2022-03-24,26.87,76.04,1.7,9.375,76.9
